timestamp,model,symbol,date,action,quantity,price,value,portfolio_value,current_position,cash_remaining,status
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-12,SELL,1,111.58531188964844,111.58531188964844,100000.0,-1,100111.58531188965,warmup
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-13,BUY,2,119.48640441894531,238.97280883789062,99992.0989074707,1,99872.61250305176,warmup
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-16,SELL,2,113.11568450927734,226.2313690185547,99985.72818756104,-1,100098.84387207031,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-17,BUY,2,121.53286743164062,243.06573486328125,99977.31100463867,1,99855.77813720703,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-18,HOLD,0,120.08255767822266,0.0,99975.86069488525,1,99855.77813720703,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-19,HOLD,0,113.04450988769531,0.0,99968.82264709473,1,99855.77813720703,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-20,HOLD,0,106.6738052368164,0.0,99962.45194244385,1,99855.77813720703,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-23,SELL,2,98.88835144042969,197.77670288085938,99954.66648864746,-1,100053.55484008789,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-24,HOLD,0,106.04206085205078,0.0,99947.51277923584,-1,100053.55484008789,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-25,HOLD,0,106.23782348632812,0.0,99947.31701660156,-1,100053.55484008789,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-26,BUY,2,112.61741638183594,225.23483276367188,99940.93742370605,1,99828.32000732422,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-27,SELL,2,109.58334350585938,219.16668701171875,99937.90335083008,-1,100047.48669433594,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-30,BUY,2,118.34751892089844,236.69503784179688,99929.13917541504,1,99810.79165649414,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-31,HOLD,0,116.67475128173828,0.0,99927.46640777588,1,99810.79165649414,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-01,SELL,2,114.61048889160156,229.22097778320312,99925.40214538574,-1,100040.01263427734,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-02,HOLD,0,118.4720687866211,0.0,99921.54056549072,-1,100040.01263427734,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-03,HOLD,0,119.37960815429688,0.0,99920.63302612305,-1,100040.01263427734,test
250808_235624,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-06,BUY,2,124.35340118408203,248.70680236816406,99915.65923309326,1,99791.30583190918,test
