timestamp,model,symbol,date,action,quantity,price,value,portfolio_value,current_position,cash_remaining,status
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-12,SELL,1,111.58531188964844,111.58531188964844,100000.0,-1,100111.58531188965,warmup
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-13,BUY,2,119.48640441894531,238.97280883789062,99992.0989074707,1,99872.61250305176,warmup
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-16,SELL,2,113.11568450927734,226.2313690185547,99985.72818756104,-1,100098.84387207031,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-17,BUY,2,121.53286743164062,243.06573486328125,99977.31100463867,1,99855.77813720703,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-18,HOLD,0,120.08255767822266,0.0,99975.86069488525,1,99855.77813720703,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-19,HOLD,0,113.04450988769531,0.0,99968.82264709473,1,99855.77813720703,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-20,HOLD,0,106.6738052368164,0.0,99962.45194244385,1,99855.77813720703,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-23,SELL,2,98.88835144042969,197.77670288085938,99954.66648864746,-1,100053.55484008789,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-24,HOLD,0,106.04206085205078,0.0,99947.51277923584,-1,100053.55484008789,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-25,HOLD,0,106.23782348632812,0.0,99947.31701660156,-1,100053.55484008789,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-26,BUY,2,112.61741638183594,225.23483276367188,99940.93742370605,1,99828.32000732422,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-27,SELL,2,109.58334350585938,219.16668701171875,99937.90335083008,-1,100047.48669433594,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-30,BUY,2,118.34751892089844,236.69503784179688,99929.13917541504,1,99810.79165649414,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-03-31,HOLD,0,116.67475128173828,0.0,99927.46640777588,1,99810.79165649414,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-01,SELL,2,114.61048889160156,229.22097778320312,99925.40214538574,-1,100040.01263427734,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-02,HOLD,0,118.4720687866211,0.0,99921.54056549072,-1,100040.01263427734,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-03,HOLD,0,119.37960815429688,0.0,99920.63302612305,-1,100040.01263427734,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-06,BUY,2,124.35340118408203,248.70680236816406,99915.65923309326,1,99791.30583190918,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-07,SELL,2,122.32474517822266,244.6494903564453,99913.6305770874,-1,100035.95532226562,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-08,BUY,2,127.46759033203125,254.9351806640625,99908.4877319336,1,99781.02014160156,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-09,HOLD,0,125.66139221191406,0.0,99906.68153381348,1,99781.02014160156,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-13,SELL,2,124.3623046875,248.724609375,99905.38244628906,-1,100029.74475097656,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-14,HOLD,0,129.93223571777344,0.0,99899.81251525879,-1,100029.74475097656,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-15,HOLD,0,131.38255310058594,0.0,99898.36219787598,-1,100029.74475097656,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-16,HOLD,0,133.17098999023438,0.0,99896.57376098633,-1,100029.74475097656,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-17,BUY,2,135.2619171142578,270.5238342285156,99894.4828338623,1,99759.22091674805,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-20,HOLD,0,134.9504852294922,0.0,99894.17140197754,1,99759.22091674805,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-21,SELL,2,133.1798553466797,266.3597106933594,99892.40077209473,-1,100025.5806274414,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-22,HOLD,0,136.125,0.0,99889.4556274414,-1,100025.5806274414,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-23,BUY,2,138.36720275878906,276.7344055175781,99887.21342468262,1,99748.84622192383,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-24,HOLD,0,137.78883361816406,0.0,99886.63505554199,1,99748.84622192383,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-27,HOLD,0,137.2816619873047,0.0,99886.12788391113,1,99748.84622192383,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-28,HOLD,0,134.7013702392578,0.0,99883.54759216309,1,99748.84622192383,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-29,HOLD,0,133.6781463623047,0.0,99882.52436828613,1,99748.84622192383,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-04-30,HOLD,0,133.5001983642578,0.0,99882.34642028809,1,99748.84622192383,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-01,HOLD,0,131.94309997558594,0.0,99880.78932189941,1,99748.84622192383,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-04,SELL,2,131.92529296875,263.8505859375,99880.77151489258,-1,100012.69680786133,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-05,BUY,2,133.01968383789062,266.03936767578125,99879.67712402344,1,99746.65744018555,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-06,HOLD,0,131.7562713623047,0.0,99878.41371154785,1,99746.65744018555,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-07,SELL,2,131.3202362060547,262.6404724121094,99877.9776763916,-1,100009.29791259766,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-08,HOLD,0,132.3079376220703,0.0,99876.98997497559,-1,100009.29791259766,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-11,BUY,2,132.6726837158203,265.3453674316406,99876.62522888184,1,99743.95254516602,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-12,HOLD,0,130.91986083984375,0.0,99874.87240600586,1,99743.95254516602,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-13,SELL,2,130.91098022460938,261.82196044921875,99874.86352539062,-1,100005.77450561523,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-14,HOLD,0,131.36477661132812,0.0,99874.4097290039,-1,100005.77450561523,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-15,HOLD,0,133.8561248779297,0.0,99871.9183807373,-1,100005.77450561523,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-18,BUY,2,133.92727661132812,267.85455322265625,99871.8472290039,1,99737.91995239258,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-19,HOLD,0,132.59263610839844,0.0,99870.51258850098,1,99737.91995239258,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-20,HOLD,0,131.40036010742188,0.0,99869.3203125,1,99737.91995239258,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-21,HOLD,0,130.5373077392578,0.0,99868.45726013184,1,99737.91995239258,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-22,SELL,2,129.34567260742188,258.69134521484375,99867.265625,-1,99996.61129760742,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-26,HOLD,0,129.51589965820312,0.0,99867.09539794922,-1,99996.61129760742,test
